mean_ratio,std_ratio,median_ratio,n_congruent,n_amplified,n_preserved,n_attenuated,pct_amplified,pct_preserved,pct_attenuated,Region
1.5288320870296854,2.6959000398962,0.8561951998899856,50,17,8,24,34.69387755102041,16.3265306122449,48.97959183673469,Hippocampus
2.2724967657370887,3.7811011450946754,1.1733316224073258,42,20,8,14,47.61904761904761,19.047619047619047,33.33333333333333,Amygdala
