Region,n_pool,cong_synth_pool,cong_asl_pool,n_dev,cong_synth_dev,cong_asl_dev,n_ho,cong_synth_ho,cong_asl_ho,n_folds,fold_mean_synth,fold_sd_synth,fold_mean_asl,fold_sd_asl
InferiorTemporalGyrusanteriordivision,85,0.9176470588235294,0.6941176470588235,71,0.9295774647887324,0.6901408450704225,14,0.8571428571428571,0.7142857142857143,10,0.9303571428571429,0.09976233094578818,0.6892857142857143,0.0922907021110205
InferiorTemporalGyrusposteriordivision,85,0.6705882352941176,0.49411764705882355,71,0.6338028169014085,0.5070422535211268,14,0.8571428571428571,0.42857142857142855,10,0.6339285714285714,0.15228093816030988,0.5053571428571428,0.19634738582004943
InferiorTemporalGyrustemporooccipitalpart,85,0.8705882352941177,0.6,71,0.8450704225352113,0.5774647887323944,14,1.0,0.7142857142857143,10,0.8446428571428571,0.12543857301845804,0.5785714285714285,0.2294872525718379
InsularCortex,85,0.6705882352941176,0.6941176470588235,71,0.647887323943662,0.6619718309859155,14,0.7857142857142857,0.8571428571428571,10,0.6482142857142856,0.19196774636969227,0.6607142857142857,0.16940773179473462
IntracalcarineCortex,85,0.7529411764705882,0.7411764705882353,71,0.7605633802816901,0.7323943661971831,14,0.7142857142857143,0.7857142857142857,10,0.7625,0.14483991084380932,0.7303571428571428,0.12723344819714685
JuxtapositionalLobuleCortex,85,0.6588235294117647,0.49411764705882355,71,0.6197183098591549,0.49295774647887325,14,0.8571428571428571,0.5,10,0.625,0.22160131510697959,0.4946428571428571,0.18443738375415408
LateralOccipitalCortexinferiordivision,85,0.9882352941176471,0.8117647058823529,71,0.9859154929577465,0.8028169014084507,14,1.0,0.8571428571428571,10,0.9857142857142858,0.04517539514526258,0.8,0.1535668142533057
LateralOccipitalCortexsuperiordivision,85,0.8705882352941177,0.6941176470588235,71,0.8591549295774648,0.6901408450704225,14,0.9285714285714286,0.7142857142857143,10,0.8607142857142858,0.11224618634593495,0.6910714285714284,0.17252665836271502
LingualGyrus,85,0.7176470588235294,0.6235294117647059,71,0.7464788732394366,0.6338028169014085,14,0.5714285714285714,0.5714285714285714,10,0.7464285714285714,0.17532768155190825,0.6339285714285714,0.13658087982837816
MiddleFrontalGyrus,85,0.7411764705882353,0.47058823529411764,71,0.7183098591549296,0.4225352112676056,14,0.8571428571428571,0.7142857142857143,10,0.7214285714285714,0.17960021110139152,0.42321428571428565,0.16582482971394805
MiddleTemporalGyrusanteriordivision,85,0.7058823529411765,0.611764705882353,71,0.704225352112676,0.5915492957746479,14,0.7142857142857143,0.7142857142857143,10,0.7053571428571428,0.13761461930591537,0.5964285714285714,0.22715957810073184
MiddleTemporalGyrusposteriordivision,85,0.9882352941176471,0.7764705882352941,71,0.9859154929577465,0.7464788732394366,14,1.0,0.9285714285714286,10,0.9857142857142858,0.04517539514526258,0.7464285714285714,0.08980010555069576
MiddleTemporalGyrustemporooccipitalpart,85,0.9882352941176471,0.8,71,0.9859154929577465,0.7605633802816901,14,1.0,1.0,10,0.9857142857142858,0.04517539514526258,0.7571428571428572,0.13552618543578768
OccipitalFusiformGyrus,85,0.7764705882352941,0.5882352941176471,71,0.7746478873239436,0.6056338028169014,14,0.7857142857142857,0.5,10,0.7785714285714286,0.1918108005821222,0.6017857142857143,0.19085713394639273
OccipitalPole,85,0.788235294117647,0.4588235294117647,71,0.7746478873239436,0.5070422535211268,14,0.8571428571428571,0.21428571428571427,10,0.7732142857142857,0.18172805241352696,0.5071428571428571,0.21415339830256055
Pallidum,85,0.6,0.6705882352941176,71,0.5915492957746479,0.7183098591549296,14,0.6428571428571429,0.42857142857142855,10,0.5982142857142857,0.2151520187134264,0.7178571428571429,0.19081071814426506
ParacingulateGyrus,85,0.611764705882353,0.5294117647058824,71,0.5915492957746479,0.5211267605633803,14,0.7142857142857143,0.5714285714285714,10,0.5964285714285713,0.21694775069267772,0.525,0.20760075279814927
ParahippocampalGyrusanteriordivision,85,0.7176470588235294,0.611764705882353,71,0.6901408450704225,0.5492957746478874,14,0.8571428571428571,0.9285714285714286,10,0.6910714285714286,0.08420042092741427,0.5517857142857142,0.11370449925982454
ParahippocampalGyrusposteriordivision,85,0.7058823529411765,0.6588235294117647,71,0.7464788732394366,0.704225352112676,14,0.5,0.42857142857142855,10,0.7482142857142857,0.21731489895109,0.7017857142857142,0.18558641812941032
ParietalOperculumCortex,85,0.788235294117647,0.6470588235294118,71,0.7464788732394366,0.647887323943662,14,1.0,0.6428571428571429,10,0.7446428571428572,0.2600107380479252,0.6464285714285714,0.12423233664947204
PlanumPolare,85,0.7411764705882353,0.7764705882352941,71,0.7323943661971831,0.7464788732394366,14,0.7857142857142857,0.9285714285714286,10,0.7321428571428571,0.18385053823191072,0.7446428571428572,0.14917811494091307
PlanumTemporale,85,0.8705882352941177,0.6,71,0.8732394366197183,0.5915492957746479,14,0.8571428571428571,0.6428571428571429,10,0.8732142857142857,0.1052915453576854,0.5875,0.1742431804721295
PostcentralGyrus,85,0.9882352941176471,0.788235294117647,71,0.9859154929577465,0.7746478873239436,14,1.0,0.8571428571428571,10,0.9857142857142858,0.04517539514526258,0.7714285714285714,0.1535668142533057
PrecentralGyrus,85,0.9647058823529412,0.7647058823529411,71,0.9577464788732394,0.7323943661971831,14,1.0,0.9285714285714286,10,0.9571428571428571,0.1355261854357877,0.7285714285714285,0.17103128567683784
PrecuneousCortex,85,0.7411764705882353,0.611764705882353,71,0.7183098591549296,0.6197183098591549,14,0.8571428571428571,0.5714285714285714,10,0.7214285714285713,0.2244923726918699,0.6178571428571429,0.13888321983895127
SubcallosalCortex,85,0.7294117647058823,0.4235294117647059,71,0.7183098591549296,0.4225352112676056,14,0.7857142857142857,0.42857142857142855,10,0.7196428571428571,0.17416182494978993,0.425,0.1687371394276382
SuperiorFrontalGyrus,85,0.7058823529411765,0.6,71,0.7323943661971831,0.5774647887323944,14,0.5714285714285714,0.7142857142857143,10,0.7339285714285714,0.1794521929906709,0.5803571428571428,0.11519049095454542
SuperiorParietalLobule,85,0.9058823529411765,0.7411764705882353,71,0.9014084507042254,0.7605633802816901,14,0.9285714285714286,0.6428571428571429,10,0.9017857142857142,0.09570199518341385,0.757142857142857,0.1788093652906532
SuperiorTemporalGyrusanteriordivision,85,0.8823529411764706,0.6470588235294118,71,0.8732394366197183,0.6197183098591549,14,0.9285714285714286,0.7857142857142857,10,0.875,0.12052652816259873,0.6160714285714286,0.1686216127882773
SuperiorTemporalGyrusposteriordivision,85,1.0,0.8,71,1.0,0.7887323943661971,14,1.0,0.8571428571428571,10,1.0,0.0,0.7892857142857143,0.13724078844718665
SupracalcarineCortex,85,0.6352941176470588,0.611764705882353,71,0.6056338028169014,0.5774647887323944,14,0.7857142857142857,0.7857142857142857,10,0.6017857142857144,0.2236780895731677,0.575,0.26322718087772484
SupramarginalGyrusanteriordivision,85,0.9411764705882353,0.7411764705882353,71,0.9436619718309859,0.7323943661971831,14,0.9285714285714286,0.7857142857142857,10,0.9428571428571428,0.07377111135633178,0.7303571428571428,0.17260878458817444
SupramarginalGyrusposteriordivision,85,0.9882352941176471,0.788235294117647,71,0.9859154929577465,0.7746478873239436,14,1.0,0.8571428571428571,10,0.9857142857142858,0.04517539514526258,0.7732142857142856,0.26326082916441557
TemporalFusiformCortexanteriordivision,85,0.6470588235294118,0.4588235294117647,71,0.6901408450704225,0.4507042253521127,14,0.42857142857142855,0.5,10,0.6910714285714284,0.14385810043659164,0.45178571428571435,0.23268404560554873
TemporalFusiformCortexposteriordivision,85,0.8117647058823529,0.6705882352941176,71,0.8309859154929577,0.6619718309859155,14,0.7142857142857143,0.7142857142857143,10,0.8303571428571429,0.1480336918505463,0.6607142857142857,0.20568038741870234
TemporalOccipitalFusiformCortex,85,0.611764705882353,0.5176470588235295,71,0.6338028169014085,0.5211267605633803,14,0.5,0.5,10,0.6357142857142856,0.14463183379511846,0.5214285714285715,0.11688512103460551
TemporalPole,85,0.9647058823529412,0.7176470588235294,71,0.971830985915493,0.7183098591549296,14,0.9285714285714286,0.7142857142857143,10,0.9714285714285715,0.06023386019368344,0.7178571428571427,0.19081071814426503
Thalamus,85,0.6235294117647059,0.6235294117647059,71,0.6197183098591549,0.6056338028169014,14,0.6428571428571429,0.7142857142857143,10,0.6178571428571429,0.18136700617726811,0.6071428571428571,0.1225670254879405
